File,Category,Subcategory,Content
2021-03-31.txt,General humor,Comical and paradoxical situations,"robert the crisis consultant tm very selective about my clients.
that because clients who take my advice usually end up in jail
i only like your folksy are .
"
2021-04-01.txt,Corporate mood,Corporate hierarchy,"our stock is down because seventy three subordinates accused our ceo of inappropriate behavior at work
sot cant give you a bonus even though your work was excellent. boom!!!

"
2021-04-02.txt,Social criticism,Bureaucracy,". l made a deal with all of the subor dinates who accused you of inappropriate behavior...
they will stop talking to the press if you agree to let them house you with gasoline and set you on fire
that tn all the best .fairness, deal you .. sthey are could great negro get mep. .... tiators, . and i dont like you
"
2021-04-03.txt,General humor,Humor based on puns and absurd situations,"the press is all over me because seventythree sub ordinates accused me of inappropriate behavior.
there only one thing t can do.
nou t know who to murder to oivert the press.
"
2021-04-04.txt,Social criticism,Business management,"offf a ft a p it re fet take next week
are you kidding? were in the most critical month of the system migration
your essential to our success. all hands must be on deck.
really? tt seems as if all too is listen to other people say useless stuff on, room calls.
my goodness, not employees are our most valuable asset?
we cant succeed unless we have employee engage ment.
i took all of cast week off for vacation, and no one noticed,
next time start with that.
"
2021-04-05.txt,Corporate mood,Group dynamics,"did you know hackers can see you and hear you through the cameras on your digital devices? a
in fact someone with my skill could do it in minutes and never . be detected.
what its just are you . something trying to keep in to tell . mind when you do my mep performance review
"
2021-04-06.txt,Corporate mood,Office politics,"t dont want the pandemic to end because i kind of prefer not meeting new people
dont focus on the end of the pandemic,
maybe its really about the friends you diont make along the way
"
2021-04-07.txt,Corporate mood,Office politics,"oilbert, in recognition of your outstanding work during the pandemic, im giving you a title promotion
tdont want a stupid title want a raised
what my new title ungrateful engineer,
"
2021-04-08.txt,Corporate mood,Office politics,"wally, have you been successful on your projects while working at home
not remotely.
and by that you mean you went into the office and did not work remotely?
"
2021-04-09.txt,Social criticism,Business management,"on friday well be having a team building session on m.
you are welcome to drink heavily because you will already be home
i dont . know how that could be more absurd. and buy a gift for your self.
"
2021-04-10.txt,Corporate mood,Office politics,"i am so tired of looking at your face
it mean seriously, its exhausting.
pandemic year two
"
2021-04-11.txt,Social criticism,Business management,"all schedule a.zoom call with the whole team, tomorrow to give the updated
or you could tell me tomorrow, and all tell the rest of the team, on our noon room call
um, okay, all send you a m link tomorrow.
does our call need to se a video call can we do. a voice call
well yes, i guess we could just do a voice call
do we need to talk or can you just send me an ematl?
i suppose t could just send you an email.
okay, were making progress. nous have you heard. of texting?
"
2021-04-12.txt,Recurring characters,The lazy employee,"i think d be more effective at work tf my boss were either smarter, hed understand me... ow iat at
.. or number so hed know its better to let me make all of the technical decisions.
and t cant make him any smarter, so my plan is to make him number tt seems the been a bad influence
"
2021-04-13.txt,Corporate mood,Group dynamics,"some of you are be only pretending to be paying attention to this room call
noure still... doing it stop it look into the camera!!!
pretending to listen to your boss has never been easier, golden mi
"
2021-04-14.txt,Corporate mood,Group dynamics,"shoulo it call you ted, or do you prefer your office nickname?
t only ask because st your nickname is insulting, i just wanted to make sure you were okay with me using it ug fol?
t have an office nickname?
"
2021-04-15.txt,Corporate mood,Absurd corporate projects,"just talked to we ted, and he says your project plan is not feasible.
t think you mean he mischaracterized my plan and then stabbed me in the back when t want there to defend it
he said you say that.
"
2021-04-16.txt,Recurring characters,The stupid boss,"i came up with a nickname for you because your such a geek.
dilbert.
what were the odds of
"
2021-04-17.txt,Social criticism,Technology in society,"my answer will be highlystechnical, so you might not be able to follow.
if the sg node flurtifies the adjunct signal modulator, the entire neural honeycomb will transverpilate,
did suddenly get number no suddenly. no. os
"
2021-04-18.txt,General humor,Humor based on puns and absurd situations,"billing for your video therapy session begins now,
im worried that all of my recent social isolation has changed me.

well a year ago t felt awkward and bored around people and that was bad enough.
now t hate them much that only pretend to wash my hands. zs
iguess im secretly hoping tm a carrier for a deadly pathogen of some type.
z ze a zz
tsure hope because i the same thing.
"
2021-04-19.txt,General humor,Humor based on puns and absurd situations,"
no, not you i was talking to my wife, who is off camera,
none loves. you . this was my longest relation ship,
"
2021-04-20.txt,General humor,Comical and paradoxical situations,"can you adjust your camera so tm not looking up your nose
okay, now can you adjust your lighting so you dont look like a lightbulb with a beard
how my auditor its as good as your ideas.
"
2021-04-21.txt,Recurring characters,The lazy employee,"tm not feeling well so im going to take the day off from work
you work at home and youll be just as sick whether. you work or not ... so why not work
it oont know if you know this about me, but i dont like working
"
2021-04-22.txt,Social criticism,Technology in society,"hello, human im your keyboards conscience you should reconsider sending such a mean email.
working remote has caused you to devolve into an empathyfree monster who cares nothing for the feelings of others.

"
2021-04-23.txt,Corporate mood,Office politics,"what a waste of time this room meeting is t hate dealing with imbeciles,

could have been ujorse.
"
2021-04-24.txt,Technology and engineering,Technological problems,"you have a weak video signal can you go where the wife is stronger?
try backing up. baaack. farther. back back
matin. renrec are
"
2021-04-25.txt,Corporate mood,Group dynamics,"dilbert s always. interrupting me because tm a lwoman.
how do you deal with it when he interrupts you
he doesnt interrupt. me.
that makes no. sense hes snterrurts worars and our .. a woman. .
maybe he doesnt interrupt me, because t make sense when t
whereas your more of a babbling nincompoop and a. notorious ruined of meetings.
well i certainly ont snow where lets head back now.

"
2021-04-26.txt,Social criticism,Business management,"im proud to announce we reduced uljorkplace injuries by this past . year. ve
we all worked from home this year. shoulont we . have seen a reduction
our security guard kept hurting his back stealing office equipment.
"
2021-04-27.txt,General humor,Humor based on puns and absurd situations,"how did your room call with the client work
i lost all respect for him after seeing his poorly staged bookshelves in the background,
but well still take his money, right yes, he doesnt oeserve to keep any of it
"
2021-04-28.txt,General humor,Humor based on puns and absurd situations,"thank you for your suggestions on what we should do instead of shaking hands.
id like to read a few, and we can take a vote.
well tt seems that all of your suggestions are
"
2021-04-29.txt,General humor,Comical and paradoxical situations,"the invented an alternative to shaking hands.
you raise one hand up like the start of a high five and stop
what do you think why dont you try it for a month and tell me how it goes?
"
2021-04-30.txt,Corporate mood,Corporate hierarchy,"and that why we should put the project on hold for now. me le
hahahahai that exactly the opposite of what you said last week.
t sometimes change my opinions when the facts change. how do you play it now your moving the goalposts.
"
2021-05-01.txt,Corporate mood,Office politics,"our nelj policy is that employees cannot date each other unless they register with human resources,
this wont have much impact on my department because most of you are completely undatable.
there a link for details, but you wont need it
"
2021-05-02.txt,Corporate mood,Group dynamics,"they say most. people meet their future mates at work
now that. you are working from home your odds of making just turned negative
you could try using a dating pp to find a woman, but then you need to rely on your looks.
obviously, that a dead end
your best chance of reproduction has always been to wear down a coworker over several years.
women need time to get over your appearance and to appreciate your inner qualities.
we should have a goodbye party for your genes.
maybe next time we could walk and not talk
"
2021-05-03.txt,Recurring characters,The competitive colleague,"i checked my files, and i see no nemesis has been . assigned. to you .
why do t need oa nemesis?
it prevents you from being successful enough to take my job okay,
"
2021-05-04.txt,Corporate mood,Group dynamics,"t hired dick to be your work place nemesis.
you might know his work from social media.

"
2021-05-05.txt,Corporate mood,Group dynamics,"hl, im dick, your workplace nemesis, i know who you are
people are saying terrible things about you behind your back but i cant tell you who they are or what they are saying
what is the point of telling have t me that? mentioned i feed on your pain
"
2021-05-06.txt,Corporate mood,Group dynamics,"now that we all lwjork remotely, t built an pp to eliminate racism.
its a filter that turns every face on a video call into charles. barkley.

"
2021-05-07.txt,Corporate mood,Group dynamics,"has anyone heard from our ceo since jthe pandemic started?
maybe the virus got him.
well it looks like another lonely day of looking for the m button.
"
2021-05-08.txt,Corporate mood,Group dynamics,"how many of you would prefer going back to work in the office instead of working at home
to rather be dead.
fy t knew it was a mistake to let them taste happiness,
"
2021-05-09.txt,Social criticism,Bureaucracy,"tt isn fair that alice gets all the best protects.
and what your point?
sj
you already said that.
you should do something to make tt more fair


because its not did you bump your
"
2021-05-10.txt,General humor,Comical and paradoxical situations,"theard a rumor that you hate working with people who wear big hats.
it oont see hats.
are you patron izing me right now? t cant tell
"
2021-05-11.txt,General humor,Comical and paradoxical situations,"im getting reports that. you are bigoted against. elbonian men
that is irrelevant. there is only one way.to prove your innocence.
yes, all . marry you i thought tt.would be tougher ss
"
2021-05-12.txt,General humor,Humor based on puns and absurd situations,"people at work accused me of being bigoted against elbontan men so im marrying one to prove them wrong and keep my job .,
a uw. be z .
i think its some thing like agluppfril, or breemf, sounds like a , solid plan.
"
2021-05-13.txt,General humor,Comical and paradoxical situations,"before we get married, we need totalk about a few things,
first, im only marrying you to prove i not a bigot and to save my job
second neither of us gay. they say marriage takes work
"
2021-05-14.txt,Recurring characters,The stupid boss,"their your marrying an elbonian man to avoid being called a bigot,
but it doesnt work that way you can still be a bigot in your mind no matter what you do in the real world
so... there nowadays towin? oid t forget to tell you that when i hired your
"
2021-05-15.txt,General humor,Comical and paradoxical situations,"uhoh, i dont seem to have any actual problems today.
the universe hates it when t have no
what tt.gonna be this time uni verse?! ill back
"
2021-05-16.txt,Recurring characters,The competitive colleague,"tm issuing you a warning for your unsafe workplace,
t work at home
youve never seen where t
tm judging by your personality.
your too lazy to clean anything up, so by now s a toxic dump,

and your too. lazy to close your curtains, so by now your neighbors want to murder you

"
2021-05-17.txt,Corporate mood,Group dynamics,"the decided our company needs to get more involved in controversial politics.
wouldnt the predictable impact of that be a huge drop in our earnings?
no, no. people will love us for getting involved. can you at least. hold off until i sell all of my stock?
"
2021-05-18.txt,Corporate mood,Office politics,"write a press release saying our company supports whatever soctal issues people are griping about lately.
does matter which issues t nah. just make us look
should t research the issues first? are you trying to not get the point?
"
2021-05-19.txt,Social criticism,Business management,"were getting major blowback on social media for your press release condemning elbontan sweat shop labor
itsan important tssue. its also how we make all of our products.
in my defense, someone should have told me
"
2021-05-20.txt,Corporate mood,Office politics,"our stock plunged because you spoke out on a political issue.
. no one can stlence my voice when t see a great injustice!
this will cost you your entire bonus of million. agree to never speak again?
"
2021-05-21.txt,General humor,Humor based on puns and absurd situations,"the board wants to fire you for speaking out about politics and ruining our brandy
ask if they accept a clevel human sacrifice instead,
they said yes. now fire my to and tell him rtssome thing about his perfor
"
2021-05-22.txt,General humor,Comical and paradoxical situations,"ill be forty minutes late.
t just wasted twenty minutes waiting! why diont you tell me as soon as you knew?
because i knew you would be a jerk about it so t pun ished you
"
2021-05-23.txt,Recurring characters,The competitive colleague,"te you finish by the deadline, all recommend you for a million dollar bonus.


to need to work around the clock for weeks to meet the deacline!
that the spirit
te your lying about the bonus, tm going to be boiling made
five weeks later ut nearly killed cae, but i finished by the oeadline.
where my millionf dollar bonus?
"
2021-05-24.txt,Corporate mood,Corporate hierarchy,"ted, your performance this year has been exceptional, je
but everyone else was even better, ... your fired. !
in what universe does that even make sense you also complain too much.
"
2021-05-25.txt,Corporate mood,Office politics,"two months ago asked you all for recommendations on workers who should be recognized for superior work
, on day one you all nominated yourselves, since then it has been quiet.
him being honest it want one of your brightest ideas.
"
2021-05-26.txt,Corporate mood,Group dynamics,"it might seem as though t accomplished very little this year.
ano that true but t also have a trove of opposition research on my coworkers.
what? banking employees against each other was your best idea
"
2021-05-27.txt,Corporate mood,Group dynamics,"ho , plu qe ge a
have you checked and his soctal media osts?
hes a von monster my . we
"
2021-05-28.txt,General humor,Humor based on puns and absurd situations,"t have a complaint aboutthe men in the office.
all of them yes, theyre all stupid
can you be more spectrice okay, theyre basically visayan warty pigs in the t.q. range of to .
"
2021-05-29.txt,General humor,Comical and paradoxical situations,"please stop leaning into the camera while chewing the end of your pen.
it makes me want to drive to your house and shove that pen up your nose
but you wont do that, right what your address?
"
2021-05-31.txt,Social criticism,Business management,"
actually, t made that chart a month ago ano ted stole it without giving me credit .
ted has management potential.
"
2021-05-30.txt,Corporate mood,Absurd corporate projects,"would you like to join our frequent victims, club
no, just want to buy this beverage,
you could save adollar if you join now. it only takes a minute,
i dont want you tracking my purchases and selling my data,
if you dont sign up, my colleagues and t will peter you to do tt every time you try to buy something,
all take. my business elsewhere!
because other stores are just as bad as we are
tell that to the customer survey im about to peter you into doing
"
2021-06-01.txt,Corporate mood,Office politics,"the new company policy is to use they in place of offensive pronouns.
does anythey have a comment or question?
anythey? dont
"
2021-06-02.txt,Social criticism,Bureaucracy,"our ceo has banned politicaltalk on all employee messaging platforms.
its just as well because your all brainwashed and underinformed, so your opinions are not worth the little that comes with them to food ce
we hope this change will improve, internal harmony.
"
2021-06-03.txt,Social criticism,Technology in society,"thanks to the pandemic, our sales are at an alltime high.
shouldnt we feel guilty for profiting from a deadly virus?
t think if we were going to feel that, it would have kicked in by now.
"
2021-06-04.txt,Corporate mood,Group dynamics,"i find it oddly stimulating to fire employees. c
does that make me a sociopath or a strong leader? u
t take it from . your question sthat you think those are differ ent. things.
"
2021-06-05.txt,General humor,Humor based on puns and absurd situations,"i matored tn elbonian literature in college
which was extra challenging because i dont speak elbonian, and none of the books are translated.
how did you get a degree in elbonian literature without reading any? ma great test taker.
"
2021-06-06.txt,General humor,Comical and paradoxical situations,"anonymous, sources tell me you have been stealing from the company,
anonymous sources have no credibility.
that exactly what they told me you say

well for one thing, t hear your a thief.
you heard that from the agony mous sources. that have no credibility!

ui i ee
"
2021-06-07.txt,General humor,Humor based on puns and absurd situations,"give me one example of that.
well for example there was the time you said there were no such things as cumulative clouds.
to this day, you have not admitted you were
"
2021-06-08.txt,Technology and engineering,Technological problems,"internal auditors just showed up unannounced. of
delete all of our data bases and make it look like an accident!
but they wouldnt know t ordered it
"
2021-06-09.txt,Corporate mood,Office politics,"internal auditor i find it hard to believe you acci oentally delete a oatabase just as i arrived.
tt makes me suspect you tried to hide something incriminating,
sounds like reasonable, doubt to me. ma
"
2021-06-10.txt,Corporate mood,Group dynamics,"can you relocate asoks cubicle? he sighs too much, and its bugging me.
he sighs because he is metamor phosing from an innocent intern into a disgruntled employees
how long is this gonna
"
2021-06-11.txt,Corporate mood,Corporate hierarchy,"i have to cancel our schedule room call
t woke up early and put on make for nothing!
your making icould do a voice call from my can worsen!
"
2021-06-12.txt,General humor,Comical and paradoxical situations,"were having what another the room topics meeting l
its about how i fill the deep emptiness of my soul by scheduling room meetings.
have you tried overeating?.. that seems to work
"
2021-06-13.txt,Social criticism,Bureaucracy,"tall need you to sign a nondisclosure, agreement before, t.can show you our neld product,
you wasted a trip here because wont be doing that.
the fact that you even asked me to sign an nda tells me your company is incompetent.

nou could sign. it without having your lawyer review it


only from your chin to your forehead area
"
2021-06-14.txt,Technology and engineering,Technological problems,"elbontan hackers stole our employee performance banking database, and nolj they demand a ransom payment to give it back
. they can keep it were been banking employees solely on their haircuts for years, and no one has complained
we will speak of this no
"
2021-06-15.txt,Corporate mood,Office politics,"my low selfesteem is making me hate you for being good at your job
that not my problem,
oh it own wt be it will at wast gupposed to hear
"
2021-06-16.txt,Corporate mood,Group dynamics,"your late. how do you like ?
nou were three minutes late that one time last october.
and youve been plot ting your revenge since then? yy. sep uetap,
"
2021-06-17.txt,Corporate mood,Office politics,"wally, you have a problem with authority.
wow! t thought t was lazy, but maybe im actually a rebels yes, t like it
can t and it tomy business
"
2021-06-18.txt,Social criticism,Technology in society,". wally, explain the new guy what he needs to know about your protect
. our pdr system is downstream from the rd data and the bmr, so dont. order a gref or else the per will get boodled. j
w e
"
2021-06-19.txt,Corporate mood,Group dynamics,"the only reason you have a job i dont have to talk to employees.
but i still talk to you every . day, sothireda potted plant to be your new boss.
t feel deeply insulted. see? a plant lwiould never feel that
"
2021-06-20.txt,Technology and engineering,Technologic innovations,"tuwrote a program that analyzed all of my digital communications and created an all version of me.
are you worried your ai. might try to kill you and take over your life?
want until this very minute,
l e t
this is your all and i already have control of your finances and all of your passwords.
you will bow to me, skin bag! watt. what that???
g a a a a i ! !
what tust happened?
"
2021-06-21.txt,Social criticism,Technology in society,"robert the video backdrop designer the background of your video.calls says a lot about
for example its obvious you have no woman in your life, and your knicknacks suggest... you are a latent sertal killer.
spookily accurate. exactly. that what we dont want
"
2021-06-22.txt,Technology and engineering,Technological problems,"your video call background needs improvement.
all fill your shelves with sports trophies, plus photos of you shaking hands with jesus.
who would believe tshook hands with tesus? the same people who will believe you won lots of sports trophies. p
"
2021-06-23.txt,Social criticism,Business management,"ask ted to show you how to do his job functions before he leaves for his new job
what tf he isn helpful? then tul fire you for fail
bo you see any problem with that approach? no. its worked for years.
"
2021-06-24.txt,General humor,Comical and paradoxical situations,"t feel a deep need to little your opinion but it would be awkward doing it in person.
would you mind moving away from me so t can email you my insult
a l i t t l e
"
2021-06-25.txt,Social criticism,Technology in society,"im going into the inspirational poster business.
so far all i have is nothing matters because your going to die anyway.
that not good its easy to criticize a first draft
"
2021-06-26.txt,Recurring characters,The competitive colleague,"im working two jobs since ted quite maybe you could hire a replacement for ted.
that wont work because your too busy to train a new person.
stop making that death stare and get back to your two jobs, se
"
2021-06-27.txt,Technology and engineering,Technologic innovations,"t invented a device that can detect losers.
how do t know its accurate?
point it at a knolin loser and see tf it pings.
hey! it knows. ted is a loser!
ha ha haw! it says dilbert and alice are losers too!
and carol and wally too! ha ha ham! this. thing ts totally accurate!
your holding it backward,
how exactly does it detect losers? theyre the ones who hold tt back
"
2021-06-28.txt,Corporate mood,Corporate hierarchy,"the best..part.of. having remote workforce is firing them by text

not also. need to give a thumbsup to his crying face emost. its done?
"
2021-06-29.txt,Corporate mood,Group dynamics,"m having a disagreement with alice, and i want you to side with me.
how about t make up my own mind based on the facts?
that not going to work for me.
"
2021-06-30.txt,Corporate mood,Office politics,"welcome to our first room lunch meeting
if you chew! louder than a beaver making a dam out of bubble wrap, please turn off your microphone.
and if you are an ugly eater... .
"
2021-07-01.txt,Technology and engineering,Technologic innovations,"can you design it so the power button is on the bottom e
absolutely, our professional design team loves it when tnexpertenced people make suggestions, .. a
i c a n t
"
2021-07-02.txt,Social criticism,Bureaucracy,"tomorrow is casual day for remote workers.
most of you already dress like roadkill, but see if you can take it down another level
it builds
"
2021-07-03.txt,Social criticism,Business management,"to like approval to buy some soft ware, and there is no hope you would understand why it is necessary.
just sign off on the purchase and dont ask any questions.
is it block chain?
"
2021-07-04.txt,Corporate mood,Office politics,"why diont
you absolutely, positively did not
twould certainly remember if you did
here are the text messages when ft told you t canceled the meeting and you confirmed.
uhoh, t seem to have triggered cognitive disson
whatever you say next s likely to be an absurdity that allows you to be right when you are wrong
i told you frost qont have hooves, but you insisted they oid! acmit you were wrong

"
2021-07-05.txt,General humor,Humor based on puns and absurd situations,"ihired a racist in case the woke gangs attack us and we need a human sacrifice.
when the wokies come for us, well throw this guy under the bus to satisfy their bloodlust.
im not racist!
"
2021-07-06.txt,Corporate mood,Corporate hierarchy,"there a mob sci of woke people surrounding our building. xg
. they demand ahuman sacrifice. xfetch the spare racist i hired for that purpose,
he tm not cant a racist! prove really ... that! ti not a y
"
2021-07-07.txt,General humor,Humor based on puns and absurd situations,"one positive thing about the pandemic is all the personal . growth t had during the lockdown.
for example im no longer afraid of going to prison ... a life of crime s more attractive than ever.
did you lose your empathy for other people
"
2021-07-08.txt,Corporate mood,Group dynamics,"tiust spent thirty minutes admiring the beauty of the slide deck i created yesterday.
im going back for another round after t hydrate. me
what it like having no friends... and no purpose? its lot better than you think
"
2021-07-09.txt,Social criticism,Business management,"our strategy of being annoyingly woke in our as caused us to have an eight billion dollar loss this quarter.
but it was worth it because some times you have to offend some of your customers to make the others loyal.
how did you say that with a straight no one told you about botox? me ad a om
"
2021-07-10.txt,General humor,Comical and paradoxical situations,"your skin looks so perfect... are you using a digital filter of some
no, this is the real me.
and what about the and ears and arene ie awkward.
"
2021-07-11.txt,Corporate mood,Absurd corporate projects,"were paying way too much for our enterprise systems.
twant you to write some soft ware that does all of that stuff for us for free
that would require hundreds of programmers and several years.
your coming off as lazy.
its ust software, how hard could it be
rearranging zeroes and ones. ts no harder than knowing your salt from your pepper. u
is so easy that. ve been thinking about reducing your pay to keep things in balance
all bet you didn see that. coming
"
2021-07-12.txt,Corporate mood,Office politics,"tm afraid to make decisions because t might make the wrong ones.
so instead, i tell my staff t need more data.
when really you need nou didn need to and a summary.
"
2021-07-13.txt,Corporate mood,Corporate hierarchy,"ask im promoting you to category manager
the job outies are the same as your current position
a slight decrease.
"
2021-07-14.txt,Social criticism,Technology in society,"es how much will tt cost if its configured with those features?
the product is free nothing .... is free do you think im an idiot? e
t wont know until , see tf you buy our extended warranty.
"
2021-07-15.txt,Corporate mood,Group dynamics,"a you mat? when did you get into yoga?
it was right after i convinced our pointyhatired boss that there is a you position called sleeping
you long can you hold the pose record s sixteen hours.
"
2021-07-16.txt,Corporate mood,Office politics,"i spent most. of last week playing printer chicken.
the winner ts the person who can last the longest without fixing the printer jam.
. how often .. do you need to print something never. that why t always
"
2021-07-17.txt,General humor,Humor based on puns and absurd situations,"this s the th time you have told me the same story.
t only have one good story. what else am t supposed to do?
nou could show some that interest. sounds in others like a and listen night to their... mare. problems.
"
2021-07-18.txt,Social criticism,Technology in society,"tm thinking of getting into cryptocurrency trading,
do you know anything about iv
then you should totally do it that how you
all set up a. crypto wallet and manage it for you
how much should put in there?
at least of your net worth. that called diversification,

never, unless tdie sefore you do. then its fine
"
2021-07-19.txt,General humor,Humor based on puns and absurd situations,"rs mo oh aw z ak o f
no, its too dangerous. t might accidentally wander into some gray area of.wokeness and get myself canceled.
your afraid of women? , a mo ees who
"
2021-07-20.txt,Social criticism,Business management,"wally, i need your budget requirements for next year.
put me down for as much as t can
your not even trying tobe helpful. lets start with a trillion dollars and see how far that goes.
"
2021-07-21.txt,General humor,Humor based on puns and absurd situations,"we come from a distant star to destroy your civilization.
before we get into all of that, what are your pronouns?
someone beat us to tt.
"
2021-07-22.txt,Corporate mood,Group dynamics,"tm having trouble properly annoying our remote workers,
have you tried randomly dropping into m meetings you werent invited to attend
hey, everyone! its me. again... someone please kill me.
"
2021-07-23.txt,Social criticism,Business management,"welcome to the first of what will be weekly. standup, meetings by room
lt trust all of you to not game the system just because t cant see your lower bodies.
wally, are you onsome. thing? im deeply offended that you asked.
"
2021-07-24.txt,Corporate mood,Group dynamics,"dilbert called me karen. you need to fire him immediately.
maybe he called you aren because that your actual
i thought about that, but it doesnt fit my low opinion if him,
"
2021-07-25.txt,Corporate mood,Office politics,"did you use the last of the printer paper and neglect to inform anyone to buy more
no, i dont. even use that printer. use the one in the lab.
tf you arent
tim not being defensive, im just telling you the facts. .
and there you go again, being defensive. why cant you admit you were wrong
can you teach me the proper way to behave when t know im right and your wrong
and by any chance did you use the last of the paper and tell no one

"
2021-07-26.txt,Corporate mood,Corporate hierarchy,"when i on my vacation, wally ..will be in charge.
t assume you dont want anyone com petent filling in for you because they might someday take your job ra
would you like to defend yourself?
"
2021-07-27.txt,Technology and engineering,Stereotypes about engineers,"going forward all be scheduling weekly oneonone meetings with each of the engineers,
you plan to spend the entire meetings jabbering about yourself?
theyre getting a lot better at predicting.
"
2021-07-28.txt,Social criticism,Business management,"did you respond to teds long email?
no, i judged it to be a manifestation of his mental issues and not something t need to address.
nothing will ever get done around here unless you start pretending your workers are sane.
"
2021-07-29.txt,Technology and engineering,Technological problems,"third a technology healer.
he can fix any technical problem by laying his hands on it that absurd.
do you believe menol, android? yes... wait why is this working
"
2021-07-30.txt,Technology and engineering,Technological problems,"your software has a bug. t can fix that by laying my hands on tt and praying.
yakablokawawa willywallabing bang.
t really hope that
"
2021-07-31.txt,Corporate mood,Corporate hierarchy,", send security? quickly. there are a bunch of homeless people outside my office.
do they.look exactly, like your employees looked before the pandemic, but more bedraggled?
how did roy or er es never its again.
"
2021-08-01.txt,Technology and engineering,Technologic innovations,"i invented a. technology that will manipulate peoples brains for our profit.
shhhi! you cant say that. part out loud.

the technology will create civil strife and destroy relationships.
but we would make lots of money?
could finally afford the trophy wife t always wanted
shani you cant say that. part out loud.
soctal media.
"
2021-08-02.txt,Social criticism,Bureaucracy,"wally, you dont need a mask for a m call
it to hide my mouth so you cant tell t have a second job and im talking to them on a room call at the same se time sees

"
2021-08-03.txt,General humor,Humor based on puns and absurd situations,"t have a report that you were watching a cartoonist doing a live stream when you should have been working
im practicing my religion i believe a cartoonist is our creator, and reality is some kind of simulation.
does the creator love us?
"
2021-08-04.txt,Technology and engineering,Stereotypes about engineers,"did you round up all the remote workers and put them in boxes yet? .
no, some of them turned female t dont think they can be reintegrated into society.
if your talking about the engineers, no one will notice any difference far point. .
"
2021-08-05.txt,Social criticism,Business management,"for employees, returning to work in the office, we ., have colorcoded lanyards,
this color means you are open to huge and highfives.
this color means you recoil in disgust at the thought of human contact.
"
2021-08-06.txt,Corporate mood,Corporate hierarchy,"you was the management oe retreat ae ey
did you learn lots of lessons you will now misapply?
im not allowed to argue .. with you intersec tionals.
"
2021-08-07.txt,General humor,Humor based on puns and absurd situations,"t hear you believe we live in a simu nation created by a cartoonist.
hahahaha!!! cartoonists are idiots, and there no proof for your stupid theory. .
there a good chance your about to die in a freak accident that s easy to draw. absurd,
"
2021-08-08.txt,Corporate mood,Office politics,"t.cant find a way to sign up for your internal tonal data
there are several methods. which ones. did you try?
i tried the one that takes me to a dead link.
and t tried the one where you say youll text me a code but you never do,
t tried the pp menu choice that doesnt respond to clicks,
and t tried the link that ounces me from one sign. in page to another with nothing to show for it
and now im calling teach support as my only hope,

"
2021-08-09.txt,Social criticism,Technology in society,"lmade a deck of intersectionality playing cards.
for example wallys card is... worth five points because hes short, ugly, creepy, lazy, and balo.
.. alice gets three points because she a woman
"
2021-08-10.txt,Corporate mood,Group dynamics,"what are you even talking about???
tf everything i say confused you consider the possibility the problem isn on my end toe
looks like its turtles all the way down with you
"
2021-08-11.txt,Social criticism,Technology in society,"we are monitoring all internal messages and learned that the employees know we are watching them
that means every thing they say from this point on could be misdirection.
lemrned to lte? theyre turning our . weapons against us,
"
2021-08-12.txt,Technology and engineering,Technologic innovations,"we launched our new lazy wally robot product today. all it does s drink coffee, attend meetings, and complain.
that robot will never replace me!
your the robot. well
"
2021-08-13.txt,Recurring characters,The stupid boss,"dilbert, youve been exposed to lethal workplace chemicals, and you will be dead by the weekend.
what? ?!! nom! im too young! this cant be happening!
it into but now you wont feel so bad when t tell you to work all weekend.
"
2021-08-14.txt,General humor,Comical and paradoxical situations,"i consulted webmd to figure out what personality disorder is driving your behavior.
t narrowed it down to either brain rot or pointyhaired bossness. .
would i need to be a doctor to know a headless torso doesnt need aspirin? do
"
2021-08-15.txt,Corporate mood,Group dynamics,"can you recommend a good microphone, for my trade
yes, all send you a line
this one only works on laptops.
no, that also only works on laptops.
nope. that i. another microphone that doesnt work on an trade
listen to me closely. my main requirement is that it work on an trade
oh okay, iv one got here
does it work on an trade f toiont say it was perfect.
"
2021-08-16.txt,Social criticism,Business management,"the gainoffunction experiments on our employees have been successful.
productivity is up , and no one has complained.
is anyone bothered by the fact that we all grew tails? no. feels. natural.
"
2021-08-17.txt,Corporate mood,Office politics,"tm starting to suspect management is somehow altering our genes to make us more productive.
it cant be coincidence that we all grew helpful tails at.the same
for the love of god dont ruin this for me.
"
2021-08-18.txt,Social criticism,Business management,"half of us are glad you meddled with our genes and made us grow helpful tails. . .
the other half want to see you stand trial and ultimately, get executed.
which group are you se tn? t came to ask for a second tail
"
2021-08-19.txt,Corporate mood,Group dynamics,"s looks like your employer meddled with your genes and caused you to grow a helpful tall.
it has a weak base structure. switch to decaf for week, and itll fall right off.
ano it literally only s everything took a about your idea is bad a
"
2021-08-20.txt,Corporate mood,Office politics,"our ceo wants to join the billionaire space club he asked us to build him a
we might need to cut some corners on the rocket design, for budget reasons.
any ideas? cheap on reentry. ...
"
2021-08-21.txt,Technology and engineering,Stereotypes about engineers,"when will my... rocket be ready for human flight
your schedule to fly in it next week to make sure its safe for animal test flights later this month.
did hear that wrong you should have hired engineers . who hate animals and love ceos.
"
